File,Line,Begin Offset,End Offset,Type
documents.txt,1814,0,9,DEVICE
documents.txt,1815,4,12,DEVICE
documents.txt,1816,0,7,DEVICE
documents.txt,1818,0,9,DEVICE
documents.txt,1821,6,15,DEVICE
documents.txt,1827,6,14,DEVICE
documents.txt,1835,7,12,DEVICE
documents.txt,1837,4,12,DEVICE
documents.txt,1844,0,11,DEVICE
documents.txt,1846,0,9,DEVICE
documents.txt,1852,13,20,DEVICE
documents.txt,1856,0,7,DEVICE
documents.txt,1857,4,11,DEVICE
documents.txt,1859,8,13,DEVICE
documents.txt,1861,0,9,DEVICE
documents.txt,1865,0,8,DEVICE
documents.txt,1868,13,22,DEVICE
documents.txt,1876,0,9,DEVICE
documents.txt,1877,0,8,DEVICE
documents.txt,1885,0,9,DEVICE
documents.txt,1889,6,17,DEVICE
documents.txt,1892,0,8,DEVICE
documents.txt,1895,6,15,DEVICE
documents.txt,1901,0,9,DEVICE
documents.txt,1904,8,13,DEVICE
documents.txt,1906,3,10,DEVICE
documents.txt,1911,8,17,DEVICE
documents.txt,1913,0,9,DEVICE
documents.txt,1920,0,8,DEVICE
documents.txt,1921,0,7,DEVICE
documents.txt,1937,6,13,DEVICE
documents.txt,1939,0,9,DEVICE
documents.txt,1941,17,28,DEVICE
documents.txt,1942,0,9,DEVICE
documents.txt,1943,0,9,DEVICE
documents.txt,1945,0,7,DEVICE
documents.txt,1946,6,13,DEVICE
documents.txt,1948,0,9,DEVICE
documents.txt,1952,0,7,DEVICE
documents.txt,1954,8,18,DEVICE
documents.txt,1959,0,11,DEVICE
documents.txt,1960,0,10,DEVICE
documents.txt,1961,0,8,DEVICE
documents.txt,1962,0,7,DEVICE
documents.txt,1963,0,7,DEVICE
documents.txt,1964,8,18,DEVICE
documents.txt,1965,0,5,DEVICE
documents.txt,1968,0,9,DEVICE
documents.txt,1970,0,7,DEVICE
documents.txt,1971,0,12,DEVICE
documents.txt,1972,0,7,DEVICE
documents.txt,1973,0,7,DEVICE
documents.txt,1975,22,31,DEVICE
documents.txt,1976,0,9,DEVICE
documents.txt,1978,0,7,DEVICE
documents.txt,1981,0,8,DEVICE
documents.txt,1982,0,8,DEVICE
documents.txt,1983,6,15,DEVICE
documents.txt,1984,0,8,DEVICE
documents.txt,1985,0,7,DEVICE
documents.txt,1988,0,8,DEVICE
documents.txt,1989,0,11,DEVICE
documents.txt,1990,7,12,DEVICE
documents.txt,1992,4,13,DEVICE
documents.txt,1996,4,12,DEVICE
documents.txt,1998,0,7,DEVICE
documents.txt,1999,25,30,DEVICE
documents.txt,2000,0,9,DEVICE
documents.txt,2008,7,16,DEVICE
documents.txt,2010,0,9,DEVICE
documents.txt,2019,0,9,DEVICE
documents.txt,2020,7,18,DEVICE
documents.txt,2027,8,17,DEVICE
documents.txt,2033,5,16,DEVICE
documents.txt,2034,0,9,DEVICE
documents.txt,2035,8,17,DEVICE
documents.txt,2038,0,9,DEVICE
documents.txt,2042,0,7,DEVICE
documents.txt,2046,15,25,DEVICE
documents.txt,2047,3,13,DEVICE
documents.txt,2057,0,8,DEVICE
documents.txt,2058,0,11,DEVICE
documents.txt,2059,16,23,DEVICE
documents.txt,2064,33,41,DEVICE
documents.txt,2067,0,11,DEVICE
documents.txt,2068,0,11,DEVICE
documents.txt,2069,0,11,DEVICE
documents.txt,2071,0,9,DEVICE
documents.txt,2076,0,9,DEVICE
documents.txt,2077,26,35,DEVICE
documents.txt,2078,30,38,DEVICE
documents.txt,2079,0,8,DEVICE
documents.txt,2080,0,9,DEVICE
documents.txt,2082,0,9,DEVICE
documents.txt,2083,0,9,DEVICE
documents.txt,2087,0,9,DEVICE
documents.txt,2088,4,12,DEVICE
documents.txt,2089,0,9,DEVICE
documents.txt,2091,5,16,DEVICE
documents.txt,2093,0,9,DEVICE
documents.txt,2094,0,7,DEVICE
documents.txt,2095,0,7,DEVICE
documents.txt,2098,0,13,DEVICE
documents.txt,2099,9,16,DEVICE
documents.txt,2100,0,9,DEVICE
documents.txt,2102,0,13,DEVICE
documents.txt,2103,0,10,DEVICE
documents.txt,2106,0,13,DEVICE
documents.txt,2107,0,9,DEVICE
documents.txt,2109,0,9,DEVICE
documents.txt,2110,0,11,DEVICE
documents.txt,2115,0,9,DEVICE
documents.txt,2116,5,17,DEVICE
documents.txt,2117,0,11,DEVICE
documents.txt,2122,0,13,DEVICE
documents.txt,2124,0,13,DEVICE
documents.txt,2125,0,11,DEVICE
documents.txt,2126,0,10,DEVICE
documents.txt,2127,0,9,DEVICE
documents.txt,2128,0,8,DEVICE
documents.txt,2130,11,20,DEVICE
documents.txt,2132,0,8,DEVICE
documents.txt,2135,0,8,DEVICE
documents.txt,2137,0,8,DEVICE
documents.txt,2138,0,8,DEVICE
documents.txt,2139,0,8,DEVICE
documents.txt,2140,5,13,DEVICE
documents.txt,2141,0,8,DEVICE
documents.txt,2142,0,8,DEVICE
documents.txt,2143,0,8,DEVICE
documents.txt,2144,0,9,DEVICE
documents.txt,2145,0,8,DEVICE
documents.txt,2146,0,8,DEVICE
documents.txt,2147,0,9,DEVICE
documents.txt,2148,0,8,DEVICE
documents.txt,2149,0,8,DEVICE
documents.txt,2152,0,8,DEVICE
documents.txt,2154,0,8,DEVICE
documents.txt,2156,4,12,DEVICE
documents.txt,2158,32,40,DEVICE
documents.txt,2160,0,9,DEVICE
documents.txt,2162,0,9,DEVICE
documents.txt,2165,0,9,DEVICE
documents.txt,2166,0,8,DEVICE
documents.txt,2170,0,8,DEVICE
documents.txt,2171,0,8,DEVICE
documents.txt,2172,0,8,DEVICE
documents.txt,2173,0,12,DEVICE
documents.txt,2175,0,8,DEVICE
documents.txt,2180,0,8,DEVICE
documents.txt,2181,7,16,DEVICE
documents.txt,2182,0,8,DEVICE
documents.txt,2183,0,9,DEVICE
documents.txt,2185,0,9,DEVICE
documents.txt,2191,0,8,DEVICE
documents.txt,2195,0,8,DEVICE
documents.txt,2209,0,8,DEVICE
documents.txt,2214,0,8,DEVICE
documents.txt,2224,0,8,DEVICE
documents.txt,2225,0,8,DEVICE
documents.txt,2232,0,8,DEVICE
documents.txt,2233,0,8,DEVICE
documents.txt,2234,0,8,DEVICE
documents.txt,2235,5,18,DEVICE
documents.txt,2236,0,8,DEVICE
documents.txt,2237,0,8,DEVICE
documents.txt,2238,0,8,DEVICE
documents.txt,2239,0,8,DEVICE
documents.txt,2240,0,8,DEVICE
documents.txt,2241,0,8,DEVICE
documents.txt,2242,0,14,DEVICE
documents.txt,2243,0,9,DEVICE
documents.txt,2244,0,8,DEVICE
documents.txt,2245,0,9,DEVICE
documents.txt,2246,0,8,DEVICE
documents.txt,2247,0,8,DEVICE
documents.txt,2248,6,14,DEVICE
documents.txt,2249,4,12,DEVICE
documents.txt,2250,0,8,DEVICE
documents.txt,2251,6,14,DEVICE
documents.txt,2252,0,8,DEVICE
documents.txt,2253,0,8,DEVICE
documents.txt,2254,0,8,DEVICE
documents.txt,2255,0,13,DEVICE
documents.txt,2256,0,8,DEVICE
documents.txt,2257,0,8,DEVICE
documents.txt,2258,0,14,DEVICE
documents.txt,2259,0,8,DEVICE
documents.txt,2260,0,8,DEVICE
documents.txt,2261,0,8,DEVICE
documents.txt,2262,0,9,DEVICE
documents.txt,2268,7,18,DEVICE
documents.txt,2269,6,17,DEVICE
documents.txt,2275,0,11,DEVICE
documents.txt,2277,3,10,DEVICE
documents.txt,2281,0,9,DEVICE
documents.txt,2282,0,9,DEVICE
documents.txt,2283,0,11,DEVICE
documents.txt,2284,0,11,DEVICE
documents.txt,2287,0,11,DEVICE
documents.txt,2288,13,20,DEVICE
documents.txt,2289,0,11,DEVICE
documents.txt,2290,4,15,DEVICE
documents.txt,2294,0,7,DEVICE
documents.txt,2295,5,16,DEVICE
documents.txt,2297,0,11,DEVICE
documents.txt,2298,5,16,DEVICE
documents.txt,2299,5,14,DEVICE
documents.txt,2300,0,11,DEVICE
documents.txt,2303,10,21,DEVICE
documents.txt,2304,5,16,DEVICE
documents.txt,2305,0,9,DEVICE
documents.txt,2306,13,20,DEVICE
documents.txt,2307,9,18,DEVICE
documents.txt,2308,0,11,DEVICE
documents.txt,2310,0,9,DEVICE
documents.txt,2311,0,9,DEVICE
documents.txt,2325,0,7,DEVICE
documents.txt,2330,4,13,DEVICE
documents.txt,2336,0,11,DEVICE
documents.txt,2337,8,17,DEVICE
documents.txt,2338,0,7,DEVICE
documents.txt,2339,0,11,DEVICE
documents.txt,2341,8,19,DEVICE
documents.txt,2344,0,11,DEVICE
documents.txt,2353,0,11,DEVICE
documents.txt,2354,0,9,DEVICE
documents.txt,2357,0,8,DEVICE
documents.txt,2361,0,9,DEVICE
documents.txt,2367,4,11,DEVICE
documents.txt,2369,13,20,DEVICE
documents.txt,2374,0,11,DEVICE
documents.txt,2375,0,11,DEVICE
documents.txt,2383,0,8,DEVICE
documents.txt,2386,0,11,DEVICE
documents.txt,2388,0,8,DEVICE
documents.txt,2389,0,7,DEVICE
documents.txt,2390,0,9,DEVICE
documents.txt,2392,0,11,DEVICE
documents.txt,2396,8,15,DEVICE
documents.txt,2398,4,15,DEVICE
documents.txt,2399,0,7,DEVICE
documents.txt,2409,10,17,DEVICE
documents.txt,2417,7,14,DEVICE
documents.txt,2423,4,13,DEVICE
documents.txt,2426,4,11,DEVICE
documents.txt,2428,4,11,DEVICE
documents.txt,2431,5,13,DEVICE
documents.txt,2433,25,36,DEVICE
documents.txt,2434,0,8,DEVICE
documents.txt,2435,4,15,DEVICE
documents.txt,2439,0,7,DEVICE
documents.txt,2440,0,11,DEVICE
documents.txt,2442,4,11,DEVICE
documents.txt,2444,11,18,DEVICE
documents.txt,2445,0,7,DEVICE
documents.txt,2446,13,20,DEVICE
documents.txt,2462,56,63,DEVICE
documents.txt,2469,0,8,DEVICE
documents.txt,2477,4,11,DEVICE
documents.txt,2484,0,7,DEVICE
documents.txt,2507,0,11,DEVICE
documents.txt,2514,0,11,DEVICE
documents.txt,2519,0,7,DEVICE
documents.txt,2529,7,18,DEVICE
documents.txt,2530,0,11,DEVICE
documents.txt,2531,0,11,DEVICE
documents.txt,2535,10,17,DEVICE
documents.txt,2536,4,15,DEVICE
documents.txt,2537,35,42,DEVICE
documents.txt,2539,0,7,DEVICE
documents.txt,2540,0,7,DEVICE
documents.txt,2541,0,7,DEVICE
documents.txt,2542,0,7,DEVICE
documents.txt,2552,0,7,DEVICE
documents.txt,2554,0,8,DEVICE
documents.txt,2555,0,11,DEVICE
documents.txt,2557,0,9,DEVICE
documents.txt,2558,0,11,DEVICE
documents.txt,2560,0,7,DEVICE
documents.txt,2562,0,11,DEVICE
documents.txt,2563,0,7,DEVICE
documents.txt,2565,0,7,DEVICE
documents.txt,2566,0,11,DEVICE
documents.txt,2568,0,7,DEVICE
documents.txt,2569,4,11,DEVICE
documents.txt,2571,4,11,DEVICE
documents.txt,2572,0,11,DEVICE
documents.txt,2573,0,12,DEVICE
documents.txt,2574,0,11,DEVICE
documents.txt,2575,0,7,DEVICE
documents.txt,2576,7,14,DEVICE
documents.txt,2577,0,11,DEVICE
documents.txt,2578,0,11,DEVICE
documents.txt,2585,0,9,DEVICE
documents.txt,2586,0,11,DEVICE
documents.txt,2590,0,7,DEVICE
documents.txt,2609,6,13,DEVICE
documents.txt,2623,0,9,DEVICE
documents.txt,2626,0,7,DEVICE
documents.txt,2646,0,7,DEVICE
documents.txt,2670,12,21,DEVICE
documents.txt,2671,3,10,DEVICE
documents.txt,2673,0,7,DEVICE
documents.txt,2675,30,39,DEVICE
documents.txt,2676,0,7,DEVICE
documents.txt,2680,0,8,DEVICE
documents.txt,2682,0,9,DEVICE
documents.txt,2685,0,10,DEVICE
documents.txt,2687,0,11,DEVICE
documents.txt,2689,0,8,DEVICE
documents.txt,2692,0,11,DEVICE
documents.txt,2693,0,7,DEVICE
documents.txt,2694,10,15,DEVICE
documents.txt,2697,0,9,DEVICE
documents.txt,2698,0,9,DEVICE
documents.txt,2703,4,11,DEVICE
documents.txt,2705,0,7,DEVICE
documents.txt,2710,0,11,DEVICE
documents.txt,2711,0,11,DEVICE
documents.txt,2714,0,7,DEVICE
documents.txt,2718,0,10,DEVICE
documents.txt,2720,0,7,DEVICE
documents.txt,2721,33,44,DEVICE
documents.txt,2722,4,15,DEVICE
documents.txt,2725,0,10,DEVICE
documents.txt,2731,4,11,DEVICE
documents.txt,2732,0,11,DEVICE
documents.txt,2737,0,9,DEVICE
documents.txt,2738,0,7,DEVICE
documents.txt,2739,4,15,DEVICE
documents.txt,2741,0,8,DEVICE
documents.txt,2744,0,10,DEVICE
documents.txt,2745,0,11,DEVICE
documents.txt,2747,0,11,DEVICE
documents.txt,2748,0,9,DEVICE
documents.txt,2749,4,11,DEVICE
documents.txt,2763,0,9,DEVICE
documents.txt,2765,0,7,DEVICE
documents.txt,2767,0,7,DEVICE
documents.txt,2768,0,7,DEVICE
documents.txt,2769,0,9,DEVICE
documents.txt,2770,0,11,DEVICE
documents.txt,2772,0,9,DEVICE
documents.txt,2774,0,11,DEVICE
documents.txt,2780,67,72,DEVICE
documents.txt,2782,0,8,DEVICE
documents.txt,2787,35,44,DEVICE
documents.txt,2788,7,14,DEVICE
documents.txt,2789,0,11,DEVICE
documents.txt,2791,0,11,DEVICE
documents.txt,2793,4,12,DEVICE
documents.txt,2795,0,9,DEVICE
documents.txt,2797,0,11,DEVICE
documents.txt,2799,0,5,DEVICE
documents.txt,2801,8,17,DEVICE
documents.txt,2803,14,23,DEVICE
documents.txt,2805,0,7,DEVICE
documents.txt,2806,0,9,DEVICE
documents.txt,2807,68,77,DEVICE
documents.txt,2808,5,14,DEVICE
documents.txt,2816,0,9,DEVICE
documents.txt,2817,0,14,DEVICE
documents.txt,2819,0,11,DEVICE
documents.txt,2823,0,9,DEVICE
documents.txt,2825,0,11,DEVICE
documents.txt,2826,4,11,DEVICE
documents.txt,2830,4,13,DEVICE
documents.txt,2831,0,7,DEVICE
documents.txt,2832,0,9,DEVICE
documents.txt,2833,0,11,DEVICE
documents.txt,2836,8,17,DEVICE
documents.txt,2840,0,9,DEVICE
documents.txt,2842,20,31,DEVICE
documents.txt,2847,0,11,DEVICE
documents.txt,2848,6,17,DEVICE
documents.txt,2849,0,8,DEVICE
documents.txt,2851,0,8,DEVICE
documents.txt,2852,0,8,DEVICE
documents.txt,2854,0,8,DEVICE
documents.txt,2860,0,11,DEVICE
documents.txt,2861,0,9,DEVICE
documents.txt,2862,0,9,DEVICE
documents.txt,2863,0,10,DEVICE
documents.txt,2869,0,9,DEVICE
documents.txt,2874,0,7,DEVICE
documents.txt,2875,0,7,DEVICE
documents.txt,2877,7,12,DEVICE
