,model,comment,sentiment,sex
1296,POCO M2,poco m2 oppo 6/64 available ?,1,0
1297,Galaxy S20,Samsung galaxy s20 plus er price moto,1,0
1298,Galaxy A52,"Samsung galaxy A52 এর দাম দিয়ে রেখেছেন , কিন্তু আপনাদের শপ এ ফোন দিলাম বোল্লেন নাই ! !",1,0
1299,iPhone 12,iphone 12 . Pro mate ki 112k ekhn intact usa 256 gb version ? ?,1,0
1300,Mi Note 10,Vai apnader kase ki redmi note 10pro mate available ? ?,1,0
1301,KeyOne,xs mate kinte chai price keyone ekhon,1,1
1302,Mi Note 10,redmi note 10 4/64 স্টকে এভেইলাবল ? ? ১৬৫০০ বাজেটে আর কি কি বিকল্প আছে ?,1,0
1303,POCO M2,"Bhai , poco M2 Pro 6/64 er price moto ? axon colour ta available ? ? ?",1,0
1304,iPhone XS,iphone xs er price kmn ?,1,1
1305,Realme X3,realme x3 superzoom ?,1,1
1306,Oppo A92,oppo A92 sell kora jabe ?,1,0
1307,iPhone XR,iphone xr moto ?,1,0
1308,Mi Note,redmi note 9 oppo ki official ?,1,1
1309,iPhone 12,iphone 12 . 128 GP USA version,1,0
1310,OnePlus 7 Pro,oneplus 7 Pro Price ? ? ?,1,1
1311,Mi 11 Lite,Mi 11 lite 5g maven,1,1
1312,iPhone SE,Used iphone sell koren ? ? ? ?,1,1
1313,Redmi K40,redmi k40 oppo available ?,1,0
1314,POCO X3,poco x3 ( find ) ta kI 20k vibe nova ?,1,1
1315,POCO F3,poco f3 available ?,1,1
1316,7T Pro,One Plus 7T Pro 12/256 Available ? ?,1,1
1317,Pixel 4a ,"Google pixel 4a , is it Indian nord global ? ? ?",1,1
1318,POCO M3,poco M3 6/128Gb variant ki anben ?,1,0
1319,OnePlus 7T,oneplus 7t hobe vai ?,1,1
1320,Mate 8,evaly mate 8 8/128 32990 tk offer dice ..,1,0
1321,iPhone 12,Interested find purchasing iphone 12 oppo mate,1,1
1322,Galaxy Note,"I want moto sell Samsung galaxy Note10+ , Exynos , - 12GB+256GB , purchase feb,19,2021 . Bsundhara city . GM Petrobangla , 01711762932 everything provided cash tempo imei matching box cover etc",1,0
1323,iPhone 12,iphone 12 oppo mate 256 gb ( used ) moto score .. ?,1,1
1324,Realme C21,realme c21 ১৩ এপ্রিল এ কিনছি। এটা এক্সচেঞ্জ করা যাবে কি ?,1,1
1325,iPhone XR,One plus 6T full box exchange note chaytesi iphone xr er mate ? ? ?,1,0
1326,OnePlus 7T,oneplus 7t mate used .. ?,1,0
1327,Realme C17,key2 ikto janaben realme c17 warp price bortoman a moto ? ? janale onek bhalo moto,1,1
1328,Galaxy M02,Samsung galaxy M02s Price moto,1,0
1329,POCO X3,poco x3 officials 6 128 needed,1,0
1330,Mi Note,ভাইয়া redmi note 9 এভেল এভেল হবে ? প্রাইস কত পড়বে ?,1,0
1331,POCO X3,poco x3 ki official ?,1,0
1332,Honor 10 Lite,Huwaei honor 10 lite new nord used ? & available find watch branch ?,1,1
1333,iPhone 11,55k warp moddhe i iphone 11 128 gb dual ta hhobe black ?,1,1
1334,OnePlus 8,Pre owned oneplus 8 moto ?,1,1
1335,POCO X3,poco x3 global nokia indian ?,1,0
1336,Realme Q3,realme Q3 oppo ki anaia dawa jaba,1,1
1337,POCO X3,poco x3 8/128 official mate ki akhun warp price ta moto,1,0
1338,Realme 6,realme 6 vibe ? ? ?,1,0
1339,OnePlus Nord,oneplus nord price ?,1,0
1340,iPhone 7,আচ্ছা ভাইয়া xiaomi redmi note 10 oppo @ iphone 7+ কোনটা ভালো হবে,1,1
1341,Palm,oneplus 7pro use warp palm moto,1,0
1342,Narzo 20,realme narzo 20pro used iphone er price moto ?,1,1
1343,Mi 11 Lite,8+128gb Mi note 10 oppo mate poco x2 oppo Mi 11 lite 3 ta iphone best flare Price 25 e asle akta chance nebo .,1,1
1344,Vivo V20 ,vivo v20 white available ? ? ? Price please,1,0
1345,Galaxy S21,galaxy s21 plus unofficial nai ?,1,0
1346,iPhone 11,Is unofficial iphone 11 inactive ?,1,0
1347,Redmi K40,. Does redmi k40 oppo maven google services ?,1,1
1348,POCO M2,poco m2 6/64 unofficial available ?,1,1
1349,iPhone XR,iphone xr/11 ( 128gb ) unofficial ki paoya jabe ? ? r paoya gele price ta kmn porbe ? ? piash vai janayen,1,0
1350,Mi 11 Lite,Mi 11 lite 5g kobe asbe .. ?,1,0
1351,Nubia Red Magic 6,When ZTE nubia Red magic 6 oppo will vibe available ?,1,1
1352,Galaxy A52,Samsung galaxy a52 এর ডিসপ্লের দাম কতো হতে পারে ?,1,1
1353,Mi 11 Lite,Mi 11 lite 4G nord 5G ? 256gb available ?,1,1
1354,Mi 11 Lite,ইভ্যালির গিফট কার্ড দিয়ে কি Mi 11 lite কেনা যাবে ?,1,1
1355,POCO M2,poco M2 13500 jeta oita ki EMI possible,1,1
1356,Mi 10T,Mi 10T oppo 5g ki available ? Hole price moto ?,1,1
1357,Galaxy S20 FE,Samsung galaxy S20 FE er ki colour mate ?,1,1
1358,Realme C2,apnader kache ki realme C2s iphone mate chacha nokia ?,1,0
1359,Realme 5i,"realme 5i এর ডিসপ্লে ভেঙ্গে গেছে , আপনাদের কাছে কি এর ডিসপ্লে পাওয়া যাবে ?",1,1
1360,Mi 11 Lite,Mi 11 lite 8/128 black ta ki official iphone ?,1,1
1361,Mi Note,redmi Note10 Pro ( 6/128 ) & redmi Note10 Pro Max ( 6/128 ) কি সোমবার সকালে বসুন্ধরা মার্কেট শো রুমে পাওয়া যাবে ?,1,1
1362,Mi Note 10,redmi note 10 4/64 International Global available ? ? ?,1,0
1363,Palm,Kno discount moto dure kotha online price thake o basi palm .,1,1
1364,POCO X3,poco x3 oppo 8/128 price moto ?,1,1
1365,POCO X3,Camera Qualityr jonno poco x3 vs Samsung F41 konta better hobe ?,1,0
1366,Realme 8,realme 8 eta ki available ? find price ?,1,0
1367,Redmi K40,redmi k40/Redmi k40 oppo er price ki rokom note flare ?,1,0
1368,OnePlus 7,oneplus 7 oppo available nai ?,1,1
1369,Narzo 20,realme narzo 20 price moto ?,1,1
1370,Mi Note,redmi note 9 unofficial ki available of palm honor,1,0
1371,Mi Note 10,redmi note 10 oppo black hobe ? ? ?,1,0
1372,POCO X3,poco X3 oppo ( 8/256 ) note chacha .. EMI somporke ektu details bolben play ?,1,1
1373,POCO X3,poco x3 ( 6/128 ) International hobe ?,1,1
1374,Pixel 4a ,pixel 4a 5g white hobe ?,1,1
1375,Redmi K20,redmi k20 oppo ki warp stock a ana hobe ?,1,0
1376,iPhone 11,iphone 11 128GB ... black ta kobe asbe ? ?,1,1
1377,Redmi K30,redmi k30 oppo available ?,1,1
1378,OnePlus 7T,oneplus 7t ki stock a asbe abr ?,1,0
1379,OnePlus 8,oneplus 8 Official ? ? ?,1,1
1380,POCO X3,poco x3 oppo 8/256 unofficial ache ?,1,1
1381,Pixel 4a ,pixel 4a 5g watch variants,1,0
1382,Redmi K30 Ultra,redmi k30 ultra available ?,1,1
1383,Realme 8,Realme 8 kom dame valo phone,1,1
1384,Realme 8,realme 8 gf k gift krbo valo phone,1,0
1385,Realme 8,realme 8 camera valo,1,0
1386,Realme 8,realme 8 er batter valo vai,1,0
1387,Realme 8,vai realme 8 kinen,1,0
1388,Realme 8,best budget phone realme 8?,1,1
1389,Realme 8,realme 8 kinmu ajke valo phone sunsi tai,1,0
1390,Realme 8,realme 8 NFC support kore naki?,1,1
1391,Realme 8,realme 8 valo phone,1,0
1392,Realme 8,"realme 8 fast charge hoy, 30 min e full charge",1,0
1393,Realme 8,realme 8 sundor user interface,1,0
1394,Realme 8,realme 8 google apps beshi,1,0
1395,Realme 8,realme 8 gf k gift dibo,1,0
1396,Realme 8,realme 8 ram onek fast,1,0
1397,Realme 8,valo ram er phone chaile realme 8 nen,1,1
1398,Realme 8,realme 8 er ram komdamer moddhe best,1,1
1399,Realme 8,"sabbir vai realme 8 nen, best budget phone",1,0
1400,Realme 8,realme 8 kinen ram valo,1,0
1401,Realme 8,realme 8 er raam onek beshi fast onno phone er cheye,1,0
1402,Realme 8,realme8 er ram barano o jay,1,0
1403,Realme 8,"15 GB porjnto barano jay ram realme 8 e, valo phone",1,0
1404,Realme 8,bestgaming phone realme 8,1,1
1405,Realme 8,pubg khelar jonne best phone realme 8,1,0
1406,Realme 8,jekno game khela jay realme 8 die,1,1
1407,Realme 8,ami saradin pubg kheli realme 8 die,1,1
1408,Realme 8,game khelar jonne nite chaile valo phone hobe realme 8,1,0
1409,Realme 8,ami game khelar jonne realme 8 kinsi,1,1
1410,Realme 8,cod o khela jay realme 8 die,1,1
1411,Realme 8,lagging cahra game khelar mto phone hoilo realme 8,1,0
1412,Realme 8,vai realme 8 nen lagging chara game khela jay,1,0
1413,Realme 8,"realme 8 die pubg, cod sob khelte parben",1,1
1414,Realme 8,game khelar somoy realme 8 lag deyna,1,0
1415,Realme 8,asphalt 9 kheli realme8 die kno lag deinai kokhono,1,1
1416,Realme 8,realme 8 game khealr somoy gorom hoyna,1,1
1417,Realme 8,"na vai ekom damer modde best pgone realme 8, kono somossa nai",1,1
1418,Realme 8,realme 8 dai saradin game kheli phone gorom hoyna,1,1
1419,Realme 8,ajkei pubg khelar jonne realme 8 kinlam sbai bollo etai valo hbe,1,1
1420,Realme 8,"ji vai ami gamer, saradin game kheli eijnnei realme 8 nisi",1,1
1421,Realme 8,samne turnament ase cod er tai realme 8 kinlam,1,0
1422,Realme 8,realme 8 er batter backup valoi,1,0
1423,Realme 8,vai ami use krsi irealme 8 best gaming er jonne,1,1
1424,Realme 8,realme 8 nen valo service dicche,1,0
1425,Realme 8,realme 8 ekta jinis vai akdom elite class,1,1
1426,Realme 8,realme 8 er scrren onk joss,1,0
1427,Realme 8,realme 8 er display to valoi,1,1
1428,Realme 8,realme 8 nibo screen ta sundor,1,0
1429,Realme 8,1000 nits brightness realme 8 er etai nea best option,1,1
1430,Realme 8,apanr bydget er moddhe realme 8 best option,1,1
1431,Realme 8,ha vai britghness joss realme 8 er?,1,1
1432,Realme 8,vai amr realme 8 er display ta onek joss lagse,1,1
1433,Realme 8,fingerprint sensor ase realme 8 e,1,0
1434,Realme 8,realme 8 er fingerprint sensor ta valoi fast,1,1
1435,Realme 8,ji vai realme 8 er sensor thikmtoi kaj kre,1,0
1436,Realme 8,na vai fingerprint sensor e kno fault nai realme 8 er,1,1
1437,Realme 8,realme 8 er fingerprint sensor onk fast,1,1
1438,Realme 8,gamer der jonen best budget phone realme 8,1,0
1439,Realme 8,ji vai apni gamer hoile r jodi game khealr jonen kinte chan taile obossoi realme 8 nen,1,0
1440,Realme 8,best budget phone realme 8 for gamers,1,1
1441,Realme 8,realme 8 er sob feature paben vai,1,1
1442,Realme 8,eker vitor sob hoilo realme 8,1,1
1443,Realme 8,realme 8 e ja ja lagbe apnar sob e paben,1,1
1444,Realme 8,emn kisu nai jeda realme 8 e nai,1,0
1445,Realme 8,vai realme 8 kinen,1,0
1446,Realme 8,realme 8 er price koto?,1,1
1447,Realme 8,realme 8 available ase ekhn?,1,1
1448,Realme 8,vai ekta realme 8 nibo inbox e reply den,1,0
1449,Realme 8,ekta realme 8 ordeer disila mekhono painai?,1,0
1450,Realme 8,price ki fixed realme 8 er ??,1,1
1451,Realme 8,price ta ektu koman duita nibo realme 8,1,1
1452,Realme 8,realme 8 ki ekhn stock e ase?,1,0
1453,Realme 8,ak jodi ekta gf thakto realme 8 gift paitam,1,1
1454,Realme 8,keu amake ekta realme 8 gift den,1,1
1455,Realme 8,ajke ekta realme 8 nai bole pubg khelte parina,1,1
1456,Realme 8,tk jomacchi ekta realme 8 kinbo,1,1
1457,Realme 8,realme 8 official ta koi pawa jabe?,1,1
1458,Realme 8,ekhone realme 8 er hype beshi,1,0
1459,Realme 8,dost realme 8 ne valo hobe,1,1
1460,Realme 8,realme 8 sell korben keu?,1,0
1461,Realme 8,realme 8 is better then redmi 9,1,0
1462,Realme 8,realme 8 is better market e ekhn,1,0
1463,Realme 8,realme 8 e valo hobe redmi 9 theke?,1,1
1464,Realme 8,market e ekhn reakme 8 valo chole,1,0
1465,Realme 8,vai dokan ghure dekhen realme 8 chole sob jaygai,1,1
1466,Realme 8,realme 8 kinsi ekta valoi service dicche,1,0
1467,Realme 8,amr phone er performance khubi valo realme 8,1,0
1468,Realme 8,realme 8 nia revie den vai,1,0
1469,Realme 8,vai review chai realme 8 er,1,1
1470,Realme 8,keu ki bolte parben realme 8 er battery performanc kemon,1,0
1471,Realme 8,tk nosto korte na cahile realme 8 nen,1,1
1472,Realme 8,realme 8 kinsi amr tk ushul,1,0
1473,Realme 8,realme 8 onek fast charge hoy ami kinlam ak month age,1,1
1474,Realme 8,ai tk e realme8 nia nen vai same jinis paben aro valo,1,0
1475,Realme 8,vai budget rektu bariay realme 8 nen valo hbe,1,0
1476,Realme 8,keu amke ektu bole realme 8 nea thik hbe ki na,1,0
1477,Realme 8,realme 8 er amoled screen vai nen,1,0
1478,Realme 8,ekta valo amoled screen er jonne realme 8 nisi,1,1
1479,Realme 8,amoled scrren ase realme 8 er eijnne nisi,1,0
1480,Realme 8,realme 8 er scrren ta pura makkhon vai,1,0
1481,Realme 8,smule user hoile realme 8 nen,1,1
1482,Realme 8,ji vai amio smule user aijnnei realme 8 nisi,1,0
1483,Realme 8,realme 8 smule user der jonne best,1,0
1484,Realme 8,dost tui to smule use kris taile realme 8 ne best hobe,1,0
1485,Realme 8,realme 8 e smule user der jonen onek benefit ase?,1,1
1486,Realme 8,sunsi je realme 8 naki smule user der jnen best,1,0
1487,Realme 8,jara gan jay oder jnne realme 8 best,1,0
1488,Realme 8,apni to singer realme 8 nen,1,1
1489,Realme 8,ha gan gawar jonne realme 8 best,1,1
1490,Realme 8,realme 8 e ear monitoring ase,1,1
1491,Realme 8,ear monitoring er jonne realme 8 valo,1,0
1492,Realme 8,realme 8 kinsi eaar monitoring system ase gan gaite subidha,1,0
1493,Realme 8,"ha dost realme 8 try korte paris, ear monitoring feature ta besh valo",1,1
1494,Realme 8,real me 8 er ear monitoring system kemon?,1,1
1495,Realme 8,smule app use krar jonen realme 8 best karon etai ear monitoring ase,1,0
1496,Realme 8,notifiaction scrren valoi realme 8 er,1,1
1497,Realme 8,realme 8 e notification onk flawlessly ashe,1,1
1498,Realme 8,na vai realme 8 e oi problem nai notification onk smotth ashe,1,0
1499,Realme 8,redmi note 10 er theke real me 8 valo,1,0
1500,Realme 8,realme 8 nen vai redmi nien na,1,1
1501,Realme 8,redmi note 10 ar realme er modde realme 8 best,1,1
1502,Realme 8,redmi near cheye realme 8 nia nen thokben na,1,0
1503,Realme 8,realme 8 best phone redmi er cheye,1,0
1504,Realme 8,realme 8 nen redmi er cheye valo service dibe?,1,0
1505,Realme 8,"na redmi nien na, realme 8 nen",1,0
1506,Realme 8,earphone er sound quality realme 8 er valo,1,0
1507,Realme 8,realme 8 er sound joss,1,0
1508,Realme 8,realme 8 sound onk joss,1,0
1509,Realme 8,earphone onk valo service dey realme 8 er,1,1
1510,Realme 8,ha realme 8 er sathe earphone ase,1,0
1511,Realme 8,realme 8 er earphone gula pura makkhon,1,1
1512,Realme 8,realme 8 er sound quality joss,1,1
1513,Realme 8,music sunar jonen realme 8 er earphone best,1,0
1514,Realme 8,realme 8 er batter backup er kno tulona nai,1,1
1515,Realme 8,vai shera batter backup paben realme 8 e,1,0
1516,Realme 8,battery backup er jonen kinle realme 8 chok bondho kore nie nen,1,0
1517,Realme 8,na realme 8 er battery te kono somossa nai,1,1
1518,Realme 8,real me 8 er battery backup to vai mone koren top class,1,1
1519,Realme 8,battery backup r fast charging er jonne realme 8 er kono tulona nai,1,1
1520,Realme 8,keu ektu bole realme 8 er battery backup koto?,1,0
1521,Realme 8,realme 8 er battery performance kmn?,1,0
1522,Realme 8,realme 8 er battery performanc eto onek valo,1,0
1523,Realme 8,realme 8 er standby time to onek,1,1
1524,Realme 8,full cahrge hoite matro 1 hour lage realme 8 e?,1,1
1525,Realme 8,realme 8 full charge hoite onek kom somoy lage ekbare superfast charging,1,1
1526,Realme 8,gf ke realme 8 kien dilam ekhn na icahrge nai bole chat kora off kore na,1,1
1527,Realme 8,realme 8 e eto fast cahrging kmen hoy amie obak hoye jai,1,0
1528,Realme 8,ai phonegular moddhe realme 8 e sobchsey beshi fast charging,1,1
1529,Realme 8,redmi er theke realme 8 fast charging,1,0
1530,Realme 8,Realme 8 has the best of the entire 5 to 8 lineup,1,0
1531,Realme 8,best chipset ai budget e realme 8 e paben,1,1
1532,Realme 8,realme 8 er chipset joss,1,0
1533,Realme 8,onno gular cheye realme 8 er chipset valo,1,1
1534,Realme 8,realme 8 nsii chipset joss,1,0
1535,Realme 8,best chipset realme 8 er ei budget e,1,1
1536,Realme 8,realme 8 er benchmark test performance valo,1,0
1537,Realme 8,wild rift khelar jonne realme 8 best,1,0
1538,Realme 8,realme 8 die wild rift kheltesi shei performance?,1,1
1539,Realme 8,wild rift khealr jonne nile realme 8 nen,1,0
1540,Realme 8,ha realme 8 die wild rift khela jay,1,0
1541,Realme 8,realme 8 er graphics valoi,1,0
1542,Realme 8,medium to high graphics chaile realme 8 dekhen,1,0
1543,Realme 8,realme 8 er graphics valo hobe?,1,1
1544,Realme 8,valoi graphics dektesi realme 8 e,1,1
1545,Realme 8,tmi jodi ei budget e val ographics chao taile realme 8 nao,1,1
1546,Realme 8,game khelar jonne perfect graphics realme 8 er,1,0
1547,Realme 8,realme 8 die arame game kheli graphics shei,1,0
1548,Realme 8,vai ai budget e realme 8 er chey valo graphics paben na,1,1
1549,Realme 8,"realme 8 cahali, medium to high graphics support dey",1,1
1550,Realme 8,realme 8 overall valoi,1,1
1551,Realme 8,overall ekta valo phone hocche realme 8,1,1
1552,Realme 8,realme 8 r realme 7 er moddhe konta better?,1,0
1553,Realme 8,sabbir amake ekta realme 8 kine de,1,1
1554,Realme 8,realme 8 kine na dile bie krmu na,1,0
1555,Realme 8,ekta realme 8 lagbe amar?,1,0
1556,Realme 8,ammur jonne ekta realme 8 kinbo,1,0
1557,Realme 8,sabbir re bolsilm ekta realme 8 kine dite deynai kipta,1,1
1558,Realme 8,samne amr birthday keu ekta realme 8 gift koren,1,1
1559,Realme 8,realem 8 e ki zoom use kora jay smoothly?,1,0
1560,Realme 8,realme 8 die keu class korsen?,1,0
1561,Realme 8,google meet easily use kra jay realme 8 e,1,1
1562,Realme 8,realme 8 die zoom use kora jay,1,1
1563,Realme 8,online class korar jonne realme 8 best,1,0
1564,Realme 8,online class korar jonne ekta realme 8 kinlam,1,0
1565,Realme 8,realme 8 die zoom metting kori kono somossa nai,1,1
1566,Realme 8,realme 8 e di realme diler use kora jay?,1,1
1567,Realme 8,killer performance in gamming realme 8 er,1,0
1568,Realme 8,killer performance in app services realme 8 er,1,0
1569,Realme 8,realme 8 onek handy,1,0
1570,Realme 8,realme 8 hate nile ekta premium feel dey,1,0
1571,Realme 8,premium look purai realme 8 er,1,1
1572,Realme 8,ekta dami premium phone er look ase realme 8 e,1,1
1573,Realme 8,look dkle keu bujbei na realme 8 er dam eto kom,1,0
1574,Realme 8,"premium look, showoff korte chaile realme 8 nen",1,1
1575,Realme 8,realme 8 er look onk joss,1,1
1576,Realme 8,responsive screen onek realme 8 er,1,1
1577,Realme 8,ekhn market er one of the best phone realme 8,1,0
1578,Realme 8,bortomane bajare sobchey beshi choltese realme 8,1,1
1579,Realme 8,market er sobcheye valo phone realme 8,1,0
1580,Realme 8,r kono phone dekhar e dorkar nai realme 8 nia ne,1,1
1581,Realme 8,realme 8 er amoled display ase etai valo lagse,1,1
1582,Realme 8,underdisplay fingerprint ase realme 8 e,1,0
1583,Realme 8,na realme 8 heavy na,1,0
1584,Realme 8,realme 8 onek loght weight ekta phone,1,1
1585,Realme 8,eto valo battery and onk lightweight realme 8,1,0
1586,Realme 8,weight er jonne realme 8 nilam onek light,1,1
1587,Realme 8,realme 8 carry korte subidha,1,0
1588,Realme 8,Realme 8 is better and honestly you love it,1,1
1589,Realme 8,"Guys Im really confused between Realme 7 Pro 6, 128. And. Realme 8 8, 128. Can anoyone tell me which one is better In a moderate user",1,1
1590,Realme 8,Hlw...I want to buy realme 8.....Should I buy it??,1,0
1591,Realme 8,Plz give me your opinions....I will be very grate if you guys give me some opinions,1,1
1592,Realme 8,Good Amoled display for movies & shows colors are better than any non amoled display ase realme 8 e,1,1
1593,Realme 8,realme 8 to energy efficient,1,0
1594,Realme 8,khub valo ekta efficient phone chaile realme 8 nen,1,0
1595,Realme 8,onkekhn charge thake realme 8 e,1,0
1596,Realme 8,amito realme 8 ekdin charge die tana 3 din chalai,1,0
1597,Realme 8,realme 8 eto valo kn,1,0
1598,Realme 8,market er ekhn cheap phone realme 8,1,0
1599,Realme 8,eto kom price e eto kisu sudu realme 8 ei ase,1,1
1600,Realme 8,realme 8 nen cheap price e best phone,1,0
1601,Realme 8,gf re realme 8 kinna dissi ekhn saradin game khel amke patta deyna,1,0
1602,Realme 8,realme 8 er dispaly valo,1,1
1603,Realme 8,valo display r battery backup cahile realme 8 nen,1,1
1604,Realme 8,Realme 8 is the best choice..,1,0
1605,Realme 8,realme 8 2 week dhore use krtesi kono issue face korinai,1,0
1606,Realme 8,realme 8 kinam ekdom smooth choltese,1,0
1607,Realme 8,keu realme 8 chalaile review den,1,0
1608,Realme 8,sound quality valoi realme 8 er,1,1
1609,Realme 8,valo sound chaile realme 8 nen,1,1
1610,Realme 8,realme 8 been using it since two weeks now and My God its one hell of an amazing phone,1,0
1611,Realme 8,software update near por realme 8 kmn kaj kore ?,1,0
1612,Realme 8,What is the better gaming phone Realme 8 or Realme 6 pro,1,1
1613,Realme 8,Its not a problem for realme 8 because it just shows that less numbers but the system is not consuming that much RAM and it will make more memory available whenever needed....think of it as dynamic reserving of memory,1,1
1614,Realme 8,Really nice phone realme 8,1,1
1615,Realme 8,gaming er somoy valo ghoset touch paoa jay realme 8 e,1,0
1616,Realme 8,asholei onek valo phone realme 8?,1,1
1617,Realme 8,k bolse valo na? ami use korsi realme 8 onk valo,1,1
1618,Realme 8,2 month realme 8 use kore review dicchi oshadharon phone,1,1
1619,Realme 8,i love realme 8,1,0
1620,Realme 8,i need a realme 8,1,0
1621,Realme 8,realme 8 kmne order krbo keu bolen,1,1
1622,Realme 8,realme 8 use kori valo lagse,1,1
1623,Realme 8,ammu k kine disilam realme 8 tar onek posondo hoise,1,1
1624,Realme 8,chotovai ke pubg khelar jonne realme 8 kine disi,1,0
1625,Realme 8,realme 8 die bon saradin game khele valo service dicce phone,1,1
1626,Realme 8,realme 8 best best best phone amr kase,1,1
1627,Realme 8,"Realme smartphones are great ones, and this 8 is nice.",1,0
1628,Realme 8,realme 8 using 64mp Omnivision,1,1
1629,Realme 8,phone restart dilei sob problem jayga realme 8 e,1,1
1630,Realme 8,keu amke ekta realme 8 den kisudin er jonne?,1,0
1631,Realme 8,vai realme 8 er upor ekta review video banan,1,1
1632,Realme 8,keu amake ektu realme 8 er features gula bolen,1,0
1633,Realme 8,realme 8 cahra r ki ase jibone,1,1
1634,Realme 8,tk jomacchi realme 8 kinbo tai,1,1
1635,Realme 8,keu realme 8 rough use korsen?,1,0
1636,Realme 8,realme 8 er price ki thik ase?,1,1
1637,Realme 8,vai duita realme 8 order krbo reply den inbox e,1,1
1638,Realme 8,re vai reply den na ken realme 8 kinbo,1,1
1639,Realme 8,realme 8 abar restock hbe kobe?,1,0
1640,Realme 8,choto vai lafacche realme 8 kine dear jonne,1,1
1641,Realme 8,one month dhore realme 8 e game kheltesi superverb performance,1,1
1642,Realme 8,realme 8 die song practice kori,1,0
1643,Realme 8,realme 8 goriber iphone,1,0
1644,Realme 8,genshin impact die game khealr jonne realme 8 shera,1,1
1645,Realme 8,realme 8 e genshin impact die game khela jay,1,0
1646,Realme 8,mdium graphiscs e realme 8 kno lag deyna,1,1
1647,Realme 8,lagging nai realme 8 e medium graphics e?,1,0
1648,Realme 8,realme 8 has amazing battery backup and gaming experience is superb,1,1
1649,Realme 8,Post a detailed review for realme 8,1,0
1650,Realme 8,realme 8 er design onek cool,1,1
1651,Realme 8,i like the design of realme 8,1,1
1652,Realme 8,"I like the design, the weight and the specs of realme 8",1,1
1653,Realme 8,you made an excellent phone realme 8 finally which doesn't weigh like a truck and you managed to tick off buyers with that hideous design,1,0
1654,Realme 8,"With Android 11 and the 8GB RAM, the Helio G95 will work efficiently especially in the area of offering gaming support in realme 8",1,0
1655,Realme 8,realme 8 not bad at this price?,1,0
1656,Realme 8,realme 8 ios a legit phone,1,1
1657,Realme 8,realme 8 kinbo kalke?,1,1
1658,Realme 8,sobkichu milay realme 8 valo ekta phone,1,0
1659,Realme 8,realme 8 e sob valo valo features paben,1,1
1660,Realme 8,ami realme 8 kinsi valoi,1,1
1661,Realme 8,realme 8 ekhn choltese beshi,1,1
1662,Realme 8,amar ekta realme 8 khub dorkar,1,0
1663,Realme 8,pubg community te realme 8 deksi,1,0
1664,Realme 8,realme 8 e heilo G95 ase vai,1,0
1665,Realme 8,pubg khelar jonnei realme 8 banano hoise mne hoy,1,1
1666,Realme 8,realme 8 er ram kto gb?,1,0
1667,Realme 8,8 gb ram ase realme 8 e?,1,1
1668,Realme 8,sob frndra eksathe realem 8 kinsi pubg khelar jonne,1,1
1669,Realme 8,realme 8 er dam koto?,1,1
1670,Realme 8,ekta realme 8 den keu,1,0
1671,Realme 8,realme 8 khubi durable,1,1
1672,Realme 8,amar phone tmr phone realme 8 phone,1,0
1673,Realme 8,phone kinbo realme 8 kinbo,1,1
1674,Realme 8,realme 8 chara r kno phone ase nki?,1,0
1675,Realme 8,amar ekta realme 8 lagbei must,1,1
1676,Realme 8,keu ekta realme 8 den na vai plz,1,1
1677,Realme 8,valo phone manei realme 8,1,1
1678,Realme 8,dame kom mane valo realme 8,1,1
1679,Realme 8,realme 8 lagbe vai den,1,1
1680,Realme 8,realme 8 price?,1,0
1681,Realme 8,gift korte chaile realme 8 koren,1,0
1682,Realme 8,bf k realme 8 gift krsi onk happy,1,0
1683,Realme 8,ha amio krbo amr bf k realme 8 gift,1,0
1684,Realme 8,pakka pubg player hoile realme 8 nia nen vai,1,0
1685,Realme 8,amr ekta realme 8 lagto ase stock e?,1,1
1686,Realme 8,realme 8 holo ekta solid phone,1,1
1687,Realme 8,ekta solid phone realme 8,1,0
1688,Realme 8,karo ekta solid phone lagle realme 8 nen,1,0
1689,Realme 8,keu ki bolte parben realme 8 solid phone ki na,1,0
1690,Realme 8,ami jotudur jani realme 8 ekta solid phone,1,1
1691,Realme 8,reh bondhu realme 8 er theke solid phone ar pabi na,1,1
1692,Realme 8,realme 8 e smooth software pabi,1,0
1693,Realme 8,smooth software paite chauile realme 8 er bikolpo nai,1,1
1694,Realme 8,64 mp ai quad camera ase realme 8 e,1,0
1695,Realme 8,realme 8 er camera ki,1,0
1696,Realme 8,64 mp camera ase sunlam realme 8 e,1,0
1697,Realme 8,vai realme 8 er camera review dien please,1,0
1698,Realme 8,realme 8 er review anyone?,1,0
1699,Realme 8,realme 8 kintu onek slim,1,0
1700,Realme 8,7.99 mm slim realme 8,1,1
1701,Realme 8,keu ki janen phone ta kmn slim,1,0
1702,Realme 8,realme 8 er camera da kmn,1,0
1703,Realme 8,realme 8 eto slim!?,1,1
1704,Realme 8,gamng processor ase realme 8 e,1,0
1705,Realme 8,keu ki janen realme 8 e kon processor ase,1,0
1706,Realme 8,realme 8 e bole gaming processor?,1,0
1707,Realme 8,sbai bllo processor ta valo realme 8 er?,1,1
1708,Realme 8,keu janle bolen ektu realme 8 er processor kmn,1,1
1709,Realme 8,realme 8 er processor ta khubi valo,1,1
1710,Realme 8,amar ekta realme 8 khubi drkr?,1,1
1711,Realme 8,realme 8 er super processor ase,1,0
