,model,comment,sentiment,sex
4273,Redmi 9,redmi 9 er sensor pocha,0,1.0
2962,OnePlus 8,Vhai oneplus 8 4G bujhlamna !,1,0.0
4872,Realme 8,realme 8 er battery performanc eto onek valo,1,0.0
1780,Redmi 9,redmi 9 e duita port,1,1.0
2263,Realme 5i,realme 5i perfect,1,0.0
2360,Redmi K40,redmi k40 Available ? ? ? ?,1,1.0
3727,Note 9,note 9 oppo er ki stock sesh,1,1.0
3527,Mi Note 10,redmi note 10 oppo unofficial hobe indian ta,1,1.0
4798,Mi Note 10,redmi note 10 .. 6/64 moto vibe ... unofficial,1,0.0
1768,Redmi K40,redmi K40 8 256 available,1,1.0
4543,iPhone 12,"2,000,000:1 contrast ratio ase iphone 12 e",1,1.0
2910,POCO X3,poco x3 pocha phone,0,1.0
10,Pixel 4,"Pixel 4 1080p, 30fps video support kore",1,1.0
2289,iPhone 12,iphone 12 use korsi valo lage nai,0,0.0
4707,Realme X2,eto valo hole then realme x2 e dibo,1,0.0
4878,OnePlus 8,5V6A Charge Adapter dey oneplus 8 er sathe,1,1.0
1031,POCO F3,poco f3pro dorkar kobe pawa jabe ? ?,1,0.0
1370,Redmi 9,redmi 9 er face unlock use kore valo lagse,1,0.0
3463,Realme X2,keu realme x2 er color gualr real pic den,1,1.0
3994,Realme 5i,valo ekta cahrging adapter silo 5V/6A Charging Adapter realme 5i er ta,1,0.0
2414,Poco x3,poco x3 e 8GB LPDDR4X ram ase sunlam,1,1.0
4455,Mi 11X,Mi 11x mate,1,1.0
907,Realme 5i,AI Colour Portrait o kora jay realme 5i die,1,0.0
2431,Realme X2,gorilla glass ase realme x2 e,1,1.0
4776,iPhone 12,amr ekta iphone 12 lagbe,1,1.0
3678,Poco x3,poco x3 sundor user interface,1,1.0
5016,Pixel 4a ,pixel 4a 5g watch variants,1,0.0
2115,POCO X3,poco x3 phone is a trash,0,0.0
4813,iPhone 12,rate pic valo ashena iphone12 e,0,0.0
3085,redmi note 10,redmi note 10 s কবে আসবে ?,1,0.0
1915,OnePlus 8,ekhn kom damer moddhe oneplus 8 sobcheye valo,1,0.0
1149,Realme 8,realme 8 er cameray Panoramic View ase,1,1.0
3844,OnePlus 8,amar reakta oneplus 8 lagbe,1,1.0
5104,Pixel 4,Pixel 4 e duita port,1,1.0
1742,iPhone 12,ccurate white balance and superb contrast dey iphone 12,1,0.0
572,Galaxy A52,galaxy a52 er rom konta,1,0.0
4756,Pixel 4,Pixel 4 er battery review den keu,1,1.0
3877,OnePlus 6T,Vai oneplus 6t used ache,1,0.0
3022,iPhone 12,iphone 12 er spekers onek loud,1,1.0
2699,Realme 6i,realme 6i,1,1.0
2336,Realme 8,realme 8 er benchmark test performance valo,1,0.0
1828,Realme 8,realme 8 available ase ekhn?,1,1.0
3873,Realme 5i,realme 5i er selfie cameray kon lens ase?1,0,
1183,OnePlus 8,valo smooth ase oneplus 8 er button gula,1,1.0
4855,Oppo F17,OPPO f17 asa ki ?,1,0.0
1356,OnePlus 8,vai oneplus 8 e one k lag kore,0,1.0
2908,Redmi 10X,redmi 10x er price kombe vibe ? kisudin agei nova 14k stylo .,1,0.0
3749,Note 9,note 9 oppo ta hobe ki . ?,1,1.0
3998,OnePlus 8,pocha display oneplus 8 er,0,1.0
2906,Realme 8,realme 8 er durability besh valo,1,0.0
3721,Poco x3,best gaming phone hocche poco x3,1,0.0
2560,POCO X3,à¦¬à¦¾à¦Ÿà¦ªà¦¾à¦° à¦¹à¦² poco X3 à¦®à¦¾à¦°à§à¦•à§‡à¦Ÿ à¦ªà§à¦°à¦¾à¦‡à¦¸ à§§à§®à§¦à§¦à§¦ à¦¹à¦¾à¦œà¦¾à¦° à¦Ÿà¦¾à¦•à¦¾,1,1.0
4830,Pixel 4,5020 mah battery Pixel 4 er?1,1,
3461,Poco x3,all roiun der phone hocce poco x3,1,0.0
1234,Poco x3,Android 11 die kora hoise poco x3,1,1.0
4483,Redmi 9,2MP depth sensor ase redmi 9 e,1,0.0
3562,iPhone 12,Apple has been super conservative about customization in iphone 12,0,1.0
311,Pixel 4,amar phone tmr phone Pixel 4 phone,1,1.0
3492,iPhone XS,iphone Xs mate 256,1,1.0
82,Note 8,realme note 8er price moto unofficial ta ? ?,1,1.0
1034,Realme X2,cornign glass ase realme x2 e?1,1,
5210,Pixel 4,i am in love with my Pixel 4,1,0.0
1694,iPhone 12,eto joss iphone 12,1,1.0
2742,OnePlus 8,oneplus 8 ki dual sim . ?,1,0.0
997,Redmi 9,poor sound quality ken redmi 9 e,0,0.0
4540,Realme X2,valo condition er realme x2 sell krbo,1,0.0
4888,Redmi K20,redmi K20 oppo stylo Available ?,1,1.0
3087,iPhone 11,don't buy iphone 11,0,1.0
2185,Redmi 9,camera kmn keu bolen redmi 9 er,1,1.0
2521,iPhone 12,iphone 12 ki faizlami kore charger deinai,0,0.0
448,Poco x3,poco x3 er sound joss,1,1.0
1613,Realme 8,Sony IMX471 Sensor asae realme 8 er cameray,1,0.0
3830,Pixel 4,sbai Pixel 4 kinen,1,0.0
4179,10 Plus,nokia 10 plus lagbokmne order kormo,1,1.0
3546,OnePlus 8,Ultra Macro mode ase oneplus 8 e,1,0.0
2056,Poco x3,8GB LPDDR4X ram use krse poco x3 e,1,1.0
2276,OnePlus 8,pocha oneplus 8 phone ta,0,1.0
4214,Redmi 9,High audio output amplified by large 0.7CC speaker box ase redmi 9 e,1,1.0
4654,Redmi 9,redmi 9 er HDR ase?1,1,
3460,Redmi K20,redmi k20 oppo ki warp stock a ana hobe ?,1,0.0
11,Realme 5i,sobchey beshi positive reaview deklam realme 5i er,1,1.0
1439,Poco x3,amar kase black tai beshi valo lagse poco x3,1,0.0
430,OnePlus 8,oneplus 8 er reiew sbcheye valo deklam,1,0.0
4716,Redmi 9,jaan amake redmi 9 kine dao,1,0.0
3905,OnePlus 8,HDR ase oneplus 8 er cameray,1,0.0
3031,Redmi 9,type c port er jonne redmi 9 nisi,1,1.0
3094,iPhone 12,phone kinle iphone 12 kinen best,1,1.0
4892,Poco x3,poco x3 eto slim!?1,1,
196,Poco x3,pubg khelar jonne one of the best phone poco x3,1,0.0
3042,Realme 8,onek positive review ase realme 8 er?1,0,
2911,POCO F3,Vai poco f3 er prize moto ekn,1,1.0
3001,Mi Note,xiaomi redmi note 9 oppo mate . 6/128 .,1,1.0
1049,POCO F3,poco f3 available ?,1,1.0
2324,Pixel 4,phone kinte chaile Pixel 4 nen,1,1.0
2229,Realme X2,kmn lagto realme x2 bol to,1,0.0
1251,Redmi 9,redmi 9 stock koren vai,1,0.0
2792,POCO X3,Need poco x3,1,0.0
2798,Realme 8,earphone er sound quality realme 8 er valo,1,0.0
4368,Mi Note 10,redmi note 10 oppo mate kom chai narzo,1,1.0
801,Realme 8,3 ta card slot chaile realme 8 nen,1,1.0
796,Realme 8,realme 8 oppo mate official,1,1.0
938,Pixel 4,wireless radio available ase Pixel 4 e,1,1.0
2225,OnePlus 8,netflix stuck hoye jay oneplus 8 e?0,0,
2932,Poco x3,ji vai amio smule user aijnnei poco x3 nisi,1,1.0
4017,Redmi 9,redmi 9 kinbo link den,1,1.0
1499,Realme 8,"realme 8 cahali, medium to high graphics support dey",1,1.0
4698,OnePlus 8,camera khubi baje oneplus 8 er,0,0.0
5088,Realme X2,realme x2 er sensor gula to valo,1,0.0
4195,iPhone 12,one kvalo ram iphone 12 er,1,1.0
2763,Note 9,note 9 oppo,1,0.0
5060,Realme 8,realme 8 lagbe,1,0.0
4252,Poco x3,best budget phone poco x3?1,0,
2751,Realme X2,ekta sundor vab ase realme x2 er carbon grey color e,1,1.0
1048,Realme X2,realme x2 e onek khn battery support dey,1,1.0
1433,Realme 8,eto kom price e eto kisu sudu realme 8 ei ase,1,1.0
4138,Realme 8,karo ekta solid phone lagle realme 8 nen,1,0.0
3432,Pixel 4,Octa-core CPU use krse Pixel 4 e,1,0.0
961,Pixel 4,eto valo hole then Pixel 4 e dibo,1,1.0
2625,POCO X3,poco x3 price,1,0.0
4499,Realme 8,onk onk valo ar comfortable hocche realme 8,1,0.0
260,Redmi 9,color na tui featues nuia kisu bol redmi 9 er,1,0.0
160,Redmi S2,Vai redmi s2 price,1,0.0
2083,Redmi 9,r jai kinen na ken redmi 9 kine dekhen ekta shei,1,0.0
2251,iPhone 11,iphone 11 bad no charger,0,0.0
2064,Pixel 4,Pixel 4 stock koren vai,1,1.0
5013,iPhone 11,pubg khelar jonne best phone iphone 11,1,0.0
2237,OnePlus 8,oneplus 8 kinbona karon radio nai,0,0.0
3247,Mi 10T,Mi 10T oppo 5g ki available ? Hole price moto ?,1,1.0
601,iPhone 10,iphone 10 oppo 64MP/108MP ? ?,1,0.0
2345,Poco x3,ammu k kine disilam poco x3 tar onek posondo hoise,1,0.0
1023,OnePlus 8,keu oneplus 8 kinben na,0,0.0
1311,iPhone 11,rate pic valo ashena iphone11 e,0,0.0
1242,Mi Note 10,redmi note 10 Int moto ?,1,0.0
977,Realme 8,slogan dise back e pocah realme 8 er,0,0.0
1812,Realme 8,keu ki janen realme 8 e kon processor ase,1,0.0
165,Realme X2,realme x2 er ram er overview hbe,1,1.0
4417,OnePlus 8,oneplus 8 eto valo r comfortable,1,1.0
4327,iPhone 12,iphone 12 oppo mate,1,1.0
4425,Poco x3,poco x3 is better market e ekhn,1,0.0
4516,Realme 8,realme 8 overheats while fast charging till 70-80%?0,1,
4696,POCO X3,poco x3 oppo er palm moto,1,1.0
1955,Realme 8,realme 8 er touch to valo hobei karon 180Hz Touch Sampling Rate ase,1,1.0
312,Pixel 4,Pixel 4 e ki radio ase,1,1.0
4378,POCO F3,poco f3 available play price ta bolen,1,1.0
2293,POCO X3,eto baje phone poco x3,0,1.0
4159,Poco x3,Light sensor ase poco x3 e,1,1.0
3286,iPhone 11,apanr bydget er moddhe iphone 11 best option,1,1.0
4945,Pixel 4,Pixel 4 er gpu kmn,1,1.0
3812,iPhone 12,iPhone 12 offers - an excellent OLED screen?1,1,
2973,OnePlus 8,Sony IMX471 Sensor asae oneplus 8 er cameray,1,1.0
3095,OnePlus 8,oneplus 8 chara r kno valo phone pabenna ai price e,1,1.0
4389,iPhone 12,iphone 12 eto joss kn,1,0.0
4088,Pixel 4,Pixel 4 e micro-SD expansion ase,1,1.0
1502,POCO X3 Pro,"Jai hok poco x3 pror palm 25000 raksen.dekhe valoi laglo , but bidhi palm amaze kache mate 16k , ekhn 25k kmne kori",1,0.0
2340,iPhone 11,viwers der khub ekta valo lagenai iphone 11,0,0.0
4602,Poco x3,chotovai ke pubg khelar jonne poco x3 kine disi,1,0.0
1379,Vivo X60,Need vivo X60 Pro,1,1.0
4607,Mi Note 10,redmi note 10 oppo 8/128 price moto ?,1,0.0
3795,Mi Note 10,redmi note 10 indian ta white ta ache ? ?,1,1.0
1463,Realme 8,5V/6A Charging Adapter dey realme 8 er sathe,1,1.0
1864,Poco x3,pubg khelar jonnei poco x3 banano hoise mne hoy,1,0.0
517,Pixel 4,Pixel 4 er sunset purple color ta just wow,1,1.0
3374,Realme 8,realme 8 er batter backup valoi,1,0.0
2724,Redmi 9,redmi 9 e charge valoi thake,1,1.0
3555,iPhone 11,iphone 11 ki faizlami kore headphone deinai,0,1.0
3166,Redmi 9,keu redmi 9 use krsen,1,1.0
4837,Poco x3,i love poco x3,1,1.0
3422,Poco x3,keu ektu poco x3 er positive dik gula bole,1,1.0
2433,Poco x3,poco x3 e satelight sensor ase,1,0.0
764,Redmi 9,front camera wrost redmi 9 er,0,0.0
3876,iPhone 12,iphone 12 oppo mate 256 gb ( used ) moto score .. ?,1,1.0
4240,OnePlus 8,oneplus 8 onek valo phone?1,0,
5208,iPhone 12,iphone 12 er chipset to onek valo,1,1.0
4679,Huawei P30,huawei P30 oppo 40k mate,1,0.0
5081,Redmi 9,redmi 9 ki vailable ase,1,1.0
2475,Mi Note,Ami note cai,1,1.0
4003,iPhone 11,vai amr iphone 11 er display ta onek joss lagse,1,0.0
5130,Realme 8,realme 8 er sob feature paben vai,1,1.0
941,POCO X3,ami poco x3 kinbo na,0,1.0
4058,POCO M2,"Bhai , poco M2 Pro 6/64 er price moto ? axon colour ta available ? ? ?",1,0.0
725,Redmi 9,redmi 9 nile purple sunset color ne purai uncommon,1,1.0
4112,redmi note 10,vai redmi note 10 oppo offer dilen nova ?,1,1.0
1211,Galaxy A52,galaxy a52 display aspect ratio hoise 19.5:9?1,1,
1626,Palm,manobota jeheu bujhen . palm koman,1,1.0
4677,Pixel 4,tk jomaisi Pixel 4 kinsi,1,1.0
1640,Pixel 4,Pixel 4 e Color temperature adjustment dea hoise,1,0.0
3788,Realme 5i,realme 5i e satelight sensor ase,1,1.0
4300,Realme 8,realme 8 er display color thik kora jayna,0,0.0
1453,Poco x3,ei time e poco x3 er cheye valo phone r nai,1,1.0
266,Realme 8,Its not a problem for realme 8 because it just shows that less numbers but the system is not consuming that much RAM and it will make more memory available whenever needed....think of it as dynamic reserving of memory,1,1.0
3780,Redmi 9,redmi 9 e Up to 2.0 GHz cpu ase,1,1.0
1654,POCO X3,do not buy poco x3 money waste,0,0.0
3991,Realme 8,tmi jodi ei budget e val ographics chao taile realme 8 nao,1,1.0
854,OnePlus 8,oneplus 8 e ki ki sensor ase keu bolen,1,1.0
4562,Realme 5i,amar duita sim cahlan lage tai realme 5i nisi,1,0.0
4333,Mi 11 Lite,Mi 11 lite ... is it 5G .... ? ? ?,1,1.0
5054,iPhone XS,iphone xs used price moto ? ?,1,1.0
2691,Mi Note 10,What is the difference between redmi note 10 international global find Indian version,1,1.0
4699,redmi note 10,redmi note 10 6/128 international hobe ki ? ?,1,1.0
2573,Poco x3,onk aram paisi poco x3 use kore,1,1.0
4131,Mi Note,xiaomi note 8,1,1.0
1997,iPhone 11,keu iphone 11 kinben na sudu sudu,0,1.0
4152,Mi Note 10,redmi note 10 warp mate 6/128 sell korbomatro 5din hoice nici je,1,0.0
562,Mi Note 10,redmi note 10 6/128 achy nh ?,1,0.0
2684,iPhone 11,"rasel vai iphone 11 nen, best budget phone",1,0.0
1457,Mi Note,আমি redmi note nibo,1,0.0
3829,Pixel 4,Pixel 4 er Electronic compass valo,1,0.0
394,Realme 5i,Proximity sensor ase realme 5i e,1,1.0
3644,iPhone 12,"iPhone 12 as nothing but the perfect size, shape and build.",1,0.0
371,Redmi 9,400 nit (typ) brightness ase redmi 9 e,1,1.0
1990,OnePlus 8,oneplus 8 bug die vora,0,0.0
552,Realme 8,realme 8 e 30W Dart Charge use krse,1,1.0
262,Redmi 9,"redmi 9 720p, 30fps video support kore",1,0.0
1553,Palm,Vai Samsung fold iphone ta palm ta ki find price moto hobe . ?,1,1.0
3339,Pixel 4,type c port dey Pixel 4 er sathe,1,1.0
3093,Poco x3,poco x3 best phone in bangladesh,1,0.0
2419,iPhone 11,price ki fixed iphone 11 er ??1,1,
3717,Realme C3,realme c3 mate 4/64 baa 3/32,1,0.0
3480,Realme 8,ekta 5V/6A Charging Adapter paisi realme 8 er sathe valoi,1,1.0
789,Redmi 9,ami redmi 9 use kre satisfied,1,0.0
4199,Poco x3,killer performance in gamming poco x3 er,1,1.0
2576,Galaxy A52,ekbar cahrge dile onekkhon chole redmi 8,1,0.0
1281,Note 8,note 8 oppo price ? ? ?,1,0.0
4752,iPhone XR,iphone xr Battery health ?,1,1.0
1085,Pixel 4,keu Pixel 4 er color gualr real pic den,1,0.0
1544,Redmi 9,call dile bolen redmi 9 available nai unofficial abr list e diye rakhsen price 11999,1,0.0
4980,iPhone 12 Pro Max,ময়মনসিংহ কি শাখা আছে ? iphone 12 Pro Max 256 Pacific Blue price please ? Official find unofficial both price .,1,1.0
4974,Redmi 9,quad camera ase redmi 9 e,1,1.0
4400,Poco x3,poco x3 er graphics valoi,1,1.0
4144,redmi note 9,redmi note 9 nibo,1,1.0
2171,Realme 5i,amar realme 5i onek valo lagse,1,0.0
4100,Redmi 9,baje ekta phone redmi 9,0,1.0
4194,Realme 5i,realme 5i e UIS Max Video Stabilization ase,1,1.0
4426,OnePlus 8,oneplus 8 e Ultra-fast In-display Fingerprint Sensor ase,1,1.0
716,POCO X3,poco x3 ( 6/128 ) International hobe ?,1,1.0
1321,iPhone 11,iphone 11 kenar age dekhe nin,0,0.0
3344,Mi Note,redmi note 9 amaze dorkar,1,0.0
499,Realme 7 ,realme 7 oppo ... intact paoya jabe ? ? ?,1,1.0
2297,Redmi 9,keu ki bolte paren redmi 9 official koi pabo,1,1.0
1373,Realme 8,realme 8 e Ultra-fast In-display Fingerprint Sensor ase,1,1.0
3260,OnePlus 8,oneplus 8 e satelight sensor ase,1,0.0
215,Realme 8,Ultra Wide mode option ase realme 8 e,1,0.0
251,Realme X2,rasel er bacche realme x2 de na,1,1.0
5078,iPhone 12,Image formats captured: HEIF and JPEG ase iphone 12 e,1,0.0
2808,Redmi 9,multi tasking option nai redmi 9 e,0,0.0
3446,iPhone 12,iphone 12 oppo mate 24k Gold buy korar process ta ki bhai ? ?,1,1.0
3189,Redmi 9,2.4G WiFi / 5G WiFi / WiFi Direct redmi 9 e available paben,1,1.0
275,Redmi 9,IR blaster use kora hoise redmi 9 e,1,0.0
3603,Poco x3,onk onk valo ar comfortable hocche poco x3,1,1.0
663,Poco x3,poco x3 smart,1,0.0
885,Redmi 9,ami ekta valo phone kenar jonne redmi 9 nisi,1,0.0
68,iPhone 12,iphone 12 sudu sudu overhyped,0,0.0
4597,Realme 5i,realme 5i e ki ki sensor ase keu bolen,1,0.0
1305,Pixel 4,amar bf Pixel 4 use kore onek valo,1,0.0
3575,Realme 5i,ami saradin realme 5i e game kheli,1,1.0
4692,Galaxy A7,Vaia Samsung galaxy A71 phab ta dekhan ....,1,1.0
3820,Poco x3,poco x3 valo phone,1,0.0
2637,iPhone 11,dost iphone 11 ne valo hobe,1,1.0
2935,Realme 5i,eker vitor sob paoa jabe realme 5i e,1,1.0
4887,Mi Note,redmi note 9 unofficial mate,1,0.0
1489,Pixel 4,vai bonera Pixel 4 er review share koren,1,1.0
920,Realme 5i,realme 5i onek sundor,1,0.0
5026,Realme 5i,kom dam mane valo realme 5i,1,0.0
3596,Realme 8,realme 8 shera?1,1,
605,Realme X2,realme x2 hate nile onk classy lage,1,0.0
3474,Poco x3,poco x3 er ram 8GB LPDDR4X,1,0.0
2936,Redmi 9,redmi 9 er camera khub baje,0,0.0
2203,Realme 8,realme 8 onek comfortable,1,0.0
2689,Realme 8,realme 8 er gpu valoi ARM Mali-G76,1,0.0
828,Poco x3,poco x3 er ram komdamer moddhe best,1,0.0
1301,iPhone 12,charge dea ekta somossa iphone 12 er,0,0.0
2011,Realme 8,keu amake ekta realme 8 gift koren,1,1.0
1677,Realme X2,amar realme x2 use korte onek aram lagse,1,1.0
1392,Poco x3,poco x3 ios a legit phone,1,1.0
4303,Galaxy A52,galaxy a52 er color gula onek joss,1,1.0
861,iPhone 11,iphone 11 valo phone,1,0.0
3918,OnePlus 8,1080P/30fps video recording support kore oneplus 8,1,1.0
12,Redmi 9,rasel redmi 9 dao,1,1.0
3614,OnePlus 8,oneplus 8 e total 4 ta lens ase,1,1.0
3611,Redmi 9,sunsi redmi 9 naki valoi ase,1,1.0
2091,Realme 8,5000 mah battery ase realme 8 e,1,0.0
2325,iPhone XR,iphone xr/11 ( 128gb ) unofficial ki paoya jabe ? ? r paoya gele price ta kmn porbe ? ? piash vai janayen,1,0.0
197,Redmi 9,redmi 9 er kon color ta beshi sundor,1,0.0
1951,Poco x3,poco x3 er kono khrarap dik nai,1,0.0
4390,Galaxy A52,galaxy a52 er purple senset color ta kobe available hbe,1,1.0
4992,Realme 8,smooth software paite chauile realme 8 er bikolpo nai,1,1.0
2644,Note 8,M2 oppo moto vai.note 8 mate ki exchange kora jsbe,1,0.0
4651,Palm,palm beshi palm theke,1,1.0
4308,Realme 8,realme 8 i too bad,0,1.0
128,POCO X3,poco x3 e call record kora jayna,0,0.0
4867,OnePlus 8,oneplus 8 kinsi totally money waste,0,0.0
2766,Pixel 4,Pixel 4 ki rough use kora jabe,1,1.0
2612,POCO M2,poco m2 oppo 6/64 available ?,1,0.0
3020,Poco x3,pubg khelsi poco x3 e khubi valo lagse,1,0.0
3301,Galaxy A52,galaxy a52 e Mali-G52 MC2 gpu use krse,1,0.0
4158,POCO X3,poco x3 oppo ( 8/128 ) available ache,1,1.0
4926,Poco x3,poco x3 joss,1,0.0
2558,Note 9,Samsung note 9 mate ?,1,0.0
553,Note 9,note 9 oppo 4/128 ki available thakle er price moto,1,0.0
834,POCO X3,poco x3 use krsi onek faltu,0,1.0
4794,Redmi 9,Color temperature adjustment support kore redmi 9,1,1.0
259,Pixel 4,Pixel 4 er mp3 onek valo,1,0.0
1485,Realme 8,vai ekta realme 8 nibo inbox e reply den,1,0.0
5171,Mi Note 10,xiaomi redmi redmi note 10 oppo & oppo mate international nord Indian ?,1,1.0
1229,Mi Note 10,redmi note 10 indian Global e ki Super amoled nova amoled display ?,1,0.0
161,Realme 5i,realme 5i onek comfortable,1,1.0
2665,POCO M3,Vai poco m3 er price ta ektu bolben,1,0.0
2208,Redmi 9,"redmi 9 1080p, 30fps video support kore",1,1.0
4549,Pixel 4,ami Pixel 4 er valo review dksi,1,0.0
4091,Realme 8,amar ekta realme 8 lagbe?1,0,
2244,Redmi 9,amar onek valo lagse redmi 9,1,1.0
793,Poco x3,poco x3 er selfei cameray sunsi 5p lens dise,1,0.0
2129,Mi Note,DaDa redmi note aca,1,1.0
124,Realme 5i,Tilt-shift kora jay realme 5i er camera die,1,0.0
4406,Mi Note 10,redmi note 10 ki official ? ?,1,1.0
2026,Poco x3,amar poco x3 one kvalo lagse,1,1.0
4536,Galaxy A52,rasel galaxy a52 dao,1,1.0
4510,Poco x3,na poco x3 heavy na,1,1.0
693,Realme X2,Mali-G52 MC2 gpu use krse realme x2 e?1,0,
2455,Poco x3,amar ekta poco x3 lagbei must,1,0.0
3110,Galaxy A52,galaxy a52 er sunset purple color ta just wow,1,1.0
2933,OnePlus 8,USB Type-C port use krse oneplus 8 e,1,0.0
578,Redmi 9,redmi 9 er valo points gula bolen,1,0.0
3826,OnePlus 7T,oneplus 7t price moto,1,1.0
3752,Poco x3,poco x3 e heilo G95 ase vai,1,1.0
2534,Realme 8,realme 8 ios a legit phone,1,1.0
1991,Galaxy A52,realme 8 er cheye redme 9 valo beshi,1,0.0
2096,Redmi 9,950 MHz gpu ase redmi 9 e,1,0.0
2290,Pixel 4,Pixel 4 er mp4 joss,1,0.0
3477,Realme 5i,realme 5i er unboxing dekhan?1,1,
3486,Pixel 4,jokhn tk hbe tokhn dibone ekhn resonable price er moddhe Pixel 4 e nao,1,1.0
847,iPhone 11,the colors are not always preserved well in night mode iphone 11,0,1.0
4579,Realme 8,pocha display realme 8 er,0,0.0
869,redmi note 10,"redmi note 10 oppo offical palm dicout diya 26 k eta un official 24500 chai vai apnera , ki pagol hoiya maven nokia",1,1.0
4599,Poco x3,bf k poco x3 gift krsi onk happy,1,0.0
4118,Pixel 4,Pixel 4 dia radio suni valo lage,1,1.0
732,POCO X3,poco x3 8-128 ache ?,1,1.0
705,Realme 5i,realme 5i onek valo,1,0.0
1409,OnePlus 8,thikmto sob kisu kaj kore na oneplus 8 e,0,1.0
2870,Redmi 9,redmi 9 er unboxing dekhan,1,1.0
3696,POCO X3,I just get penalty in codm rank because of poco x3,0,1.0
486,Realme 5i,realme 5i use kre valo vibe pacchi,1,1.0
2444,Mi Note,Mi note 9 oppo mate 6/128 ? ?,1,0.0
431,iPhone 7,vaiya iphone 7 moto ? ?,1,1.0
1888,POCO M2,poco m2 oppo 6/128 available ?,1,0.0
4517,Poco x3,amar ektu poco x3 er review lagto,1,0.0
636,Redmi 9,ami redmi 9 sell kri,1,0.0
1297,Mi Note 10,redmi note 10 oppo ... International global mate ki ? ?,1,1.0
3589,Realme X2,realme x2 er gpu ki valo,1,1.0
4079,Redmi 9,redmi 9 e Octa-core CPU use krse,1,1.0
599,Poco x3,"Realme smartphones are great ones, and this 8 is nice.",1,0.0
931,Realme 8,valo ekta cahrging adapter silo 5V/6A Charging Adapter realme 8 er ta,1,1.0
3790,Mi Note 10,redmi note 10 oppo 6/64 ache ? Thakle price ? ?,1,1.0
2599,POCO X3 Pro,poco x3 Pro,1,1.0
2094,Redmi 9,12 nm FinFET cpu use krse redmi 9 e,1,1.0
3535,Poco x3,poco x3 er chipset joss,1,1.0
1718,Realme 8,realme 8 er ram kto gb?,1,0.0
3901,Realme 5i,realme 5i er 3 ta ram variation ase,1,1.0
54,POCO X3,poco x3 global nokia indian ?,1,0.0
2851,iPhone 12,iphone 12 er camera onek joss,1,0.0
4674,POCO M3,poco m3 6/128 available achey ? ?,1,0.0
886,Realme 8,amr to realme 8 onek valo lage,1,0.0
4909,Realme 5i,realme 5i smart,1,1.0
2461,Realme 7 ,realme 7 6/64 price ?,1,1.0
1755,POCO X3,poco x3 wrost phone,0,0.0
4486,Pixel 4,selfie tolar jonen Pixel 4 nite paren valoi,1,0.0
1988,iPhone 11,iphone 11 ki faizlami kore charger deinai,0,0.0
2116,Realme 5i,realme 5i er port to valoi,1,1.0
4209,Mi Note 10,redmi note 10 4/64 ekhono ki ei dame paoya mate,1,1.0
1817,Redmi 9,redmi 9 e onk valo valo multimedia ase,1,1.0
707,iPhone 12,camera valo chaile iphone 12 r bikolpo nai,1,1.0
3577,iPhone 7,iphone 7-8 plus konota mate ?,1,0.0
176,Pixel 4,Pixel 4 er slot gula valo,1,0.0
2822,Realme 8,real me 8 er battery backup to vai mone koren top class,1,1.0
5105,OnePlus 8,oneplus 8 cahra amr cholei na,1,1.0
4379,Note 9,Samsung note 9 stock a mate ?,1,0.0
1739,iPhone XS,iphone xs used price moto vaiya ?,1,0.0
3997,Note 9,note 9 indian nord global,1,0.0
221,Redmi 9,10 w cahrger ta valoiredmi 9 er,1,1.0
4681,Realme 8,1000 nits brightness realme 8 er etai nea best option,1,1.0
3816,iPhone 12,apander iphone 12 paoa jayna kn amr lagbe,1,1.0
2079,Realme 8,realme 8 worthy na ekdom e,0,1.0
3472,Realme 8,ai tk e realme8 nia nen vai same jinis paben aro valo,1,0.0
3015,Realme 8,sob kisu ase realme 8 e,1,1.0
3408,Galaxy A52,galaxy a52 er color gula valoi,1,1.0
5168,Poco x3,vai duita poco x3 order krbo reply den inbox e,1,1.0
788,Pixel 4,dhuru esb bolona kobe kinba Pixel 4,1,0.0
548,Realme 8,bad quality phone realme 8,0,1.0
3771,OnePlus 8,oneplus 8 problem ase,0,1.0
4871,Mi 11 Pro,MI 11 Pro আনঅফিশিয়াল কবে নাগাদ আসতে পারে ? প্রাইস কত হবে ?,1,0.0
1633,iPhone 11,amar valo lage na iphone 11,0,1.0
2120,Poco x3,keu poco x3 rough use korsen?,1,1.0
252,Realme 8,you made an excellent phone realme 8 finally which doesn't weigh like a truck and you managed to tick off buyers with that hideous design,1,0.0
3363,Realme 8,realme 8 bestest,1,1.0
205,Galaxy A52,ami saradin galaxy a52 use kri,1,1.0
4105,Pixel 4,dam to matter kore na r ki ki valo ase Pixel 4 er,1,0.0
3853,Pixel 4,keu Pixel 4 use krsen,1,1.0
2430,Redmi 9,redmi 9 sbai onek posondo korse?1,1,
2059,Poco x3,kom dam mane valo poco x3,1,1.0
2135,iPhone 11,the Night Mode is very conservative in iphone 11,0,0.0
3772,Galaxy A52,tor kase galaxy a52 valo lagse ki na seta bol,1,0.0
2707,Galaxy A52,galaxy a52 er sathe charger dey,1,0.0
2187,Realme 8,realme 8 sell korben keu?,1,0.0
4918,Redmi 9,redmi 9 Supports 4G/3G/2G,1,1.0
467,Galaxy A52,unar positive review dekhe amio kinlam galaxy a52,1,0.0
5149,POCO M2,Exchange possible watch poco m2 oppo ?,1,0.0
